id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,KMeans_Cluster,DBSCAN_Cluster
0.00013069,0,0.307692308,0.285714286,0.556667648,0,0,0.291666667,0,0.0,0.860465116,0.181818182,0.533333333,0.308928571,0,0,0,0,1,0,0.518518519,0,0,0.625,0.0,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,0.406976744,0.311111111,0.80317041,Dropout,2,0
0.000143759,0,0.0,0.285714286,0.871651457,0,0,0.625,0,0.837209302,0.837209302,0.545454545,0.6,0.817857143,1,0,0,0,1,0,0.074074074,0,0,0.625,0.875,0.0,0.0,0,0,0.625,0.875,0.0,0.0,0,0.0,0.755555556,0.578599736,Dropout,2,0
0.000156828,0,0.0,0.285714286,0.91875184,0,0,0.858333333,0,0.837209302,0.837209302,0.545454545,0.6,0.644642857,1,0,0,0,0,0,0.148148148,0,0,0.625,0.541666667,0.416666667,0.595323741,0,0,0.625,0.458333333,0.296296296,0.436502429,0,0.209302326,0.0,0.124174373,Enrolled,0,0
0.000169897,0,0.730769231,0.285714286,0.503090963,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.666666667,0.767857143,0,0,0,0,0,0,0.888888889,0,0,0.375,0.625,0.25,0.46942446,0,0,0.375,0.625,0.222222222,0.404117511,0,0.209302326,0.0,0.124174373,Dropout,1,0
0.000182966,0,0.730769231,0.285714286,0.418310274,0,0,0.458333333,0,0.418604651,0.418604651,0.242424242,0.466666667,0.589285714,0,0,0,0,1,0,0.740740741,0,0,0.625,1.0,0.166666667,0.595323741,0,0,0.625,0.541666667,0.0,0.0,0,0.406976744,0.311111111,0.80317041,Dropout,2,0
0.000196035,0,0.0,0.571428571,0.811009714,0,0,0.508333333,0,0.418604651,0.837209302,0.545454545,0.533333333,0.4375,0,0,0,0,0,0,0.222222222,0,0,0.625,0.541666667,0.5,0.736960432,0,0,0.625,0.458333333,0.444444444,0.73351839,0,0.372093023,0.488888889,0.766182299,Graduate,1,0
0.000209104,0,0.0,0.285714286,0.0,0,0,0.808333333,0,0.837209302,0.837209302,0.545454545,0.466666667,0.901785714,1,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.372093023,0.488888889,0.766182299,Dropout,2,0
0.000222173,0,0.307692308,0.285714286,0.556667648,0,0,0.325,0,0.837209302,0.837209302,0.303030303,0.4,0.405357143,1,0,0,0,0,0,0.074074074,0,0,0.625,0.708333333,0.333333333,0.430080935,0,0,0.625,0.791666667,0.222222222,0.45593338,0,1.0,0.244444444,0.414795244,Dropout,0,0
0.000235242,0,0.730769231,0.285714286,0.710921401,0,0,0.51,0,0.0,0.837209302,0.242424242,0.6,0.642857143,0,0,0,0,0,0,0.518518519,0,0,0.875,0.625,0.5,0.556205036,0,0,1.0,0.875,0.518518519,0.645801527,0,1.0,0.244444444,0.414795244,Graduate,1,0
0.000248311,0,0.0,0.857142857,0.710921401,0,0,0.591666667,0,0.837209302,0.837209302,0.545454545,0.6,0.642857143,1,0,0,0,0,0,0.148148148,0,0,1.0,0.875,0.583333333,0.500899281,0,0,1.0,0.875,0.518518519,0.533657183,0,0.593023256,1.0,0.311756935,Graduate,0,0
0.00026138,0,0.730769231,0.285714286,0.91875184,0,0,0.625,0,0.418604651,0.860465116,0.545454545,0.6,0.626785714,0,0,0,0,0,0,0.666666667,0,0,0.625,0.458333333,0.0,0.0,0,0,0.625,0.875,0.0,0.0,0,0.593023256,1.0,0.311756935,Dropout,1,0
0.000274449,0,0.0,0.285714286,0.556667648,0,0,0.708333333,0,0.0,0.837209302,0.545454545,0.6,0.680357143,1,0,0,0,0,0,0.222222222,0,0,0.625,0.458333333,0.5,0.626798561,0,0,0.625,0.875,0.444444444,0.572519084,0,0.73255814,0.111111111,0.640686922,Graduate,0,0
0.000287518,0,0.307692308,0.285714286,0.871651457,0,0,0.708333333,0,0.0,0.0,0.242424242,0.533333333,0.676785714,1,0,0,0,0,0,0.148148148,0,0,0.625,0.375,0.5,0.878597122,0,0,0.625,0.458333333,0.444444444,0.715012723,0,0.558139535,0.288888889,0.772787318,Graduate,0,0
0.000300587,0,0.0,0.571428571,0.710921401,0,0,0.575,0,0.418604651,0.418604651,0.545454545,0.466666667,0.532142857,1,0,0,0,0,0,0.074074074,0,0,0.875,0.708333333,0.583333333,0.776500674,0,0,1.0,0.541666667,0.592592593,0.794420541,0,0.918604651,0.8,0.0,Graduate,0,0
0.000313656,0,0.0,0.857142857,0.556667648,0,0,0.608333333,0,0.418604651,0.837209302,0.303030303,0.333333333,0.623214286,1,0,0,0,0,0,0.074074074,0,0,0.625,0.541666667,0.5,0.479916067,0,0,0.625,0.541666667,0.37037037,0.553088133,0,0.918604651,0.8,0.0,Graduate,0,0
0.000326725,0,0.115384615,0.285714286,0.0,0,0,0.125,0,0.837209302,0.837209302,0.545454545,0.6,0.232142857,0,0,0,0,0,0,0.814814815,0,0,1.0,1.0,1.0,0.3992114,0,0,1.0,0.958333333,0.962962963,0.503763412,0,0.406976744,0.311111111,0.80317041,Graduate,1,0
0.000339794,0,0.730769231,0.285714286,0.871651457,0,0,0.458333333,0,0.0,0.418604651,0.545454545,0.6,0.669642857,0,0,0,0,0,0,0.518518519,0,0,0.625,0.375,0.5,0.674010791,0,0,0.625,0.458333333,0.444444444,0.559565117,0,1.0,0.244444444,0.414795244,Graduate,1,0
0.000352863,0,0.307692308,0.285714286,0.710921401,0,0,0.708333333,0,0.418604651,0.0,0.242424242,0.266666667,0.8,1,0,0,0,0,0,0.148148148,0,0,1.0,0.541666667,0.666666667,0.628136241,0,0,1.0,0.541666667,0.592592593,0.638390007,0,0.209302326,0.0,0.124174373,Graduate,0,0
0.000365932,0,0.307692308,0.857142857,0.91875184,0,0,0.491666667,0,0.0,0.0,0.242424242,0.266666667,0.425,1,0,0,0,0,0,0.074074074,0,0,0.625,0.541666667,0.416666667,0.538669065,0,0,0.625,0.458333333,0.37037037,0.518112422,0,0.372093023,0.488888889,0.766182299,Dropout,0,0
0.000379001,0,0.730769231,0.285714286,0.566087724,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.266666667,1.0,0,0,0,0,0,0,1.0,0,0,0.625,0.375,0.5,0.705485612,0,0,0.625,0.458333333,0.444444444,0.611380985,0,0.918604651,0.8,0.0,Graduate,1,0
0.00039207,0,0.826923077,0.285714286,0.466588166,0,0,0.625,0,0.837209302,0.837209302,0.545454545,0.6,0.767857143,0,0,0,0,0,0,0.222222222,0,0,0.375,0.875,0.25,0.595323741,0,0,0.375,0.875,0.222222222,0.533657183,0,0.209302326,0.0,0.124174373,Enrolled,1,0
0.000405139,0,0.730769231,0.285714286,0.486605829,0,0,0.191666667,0,0.837209302,0.837209302,0.545454545,0.6,0.191071429,0,0,0,0,1,0,0.666666667,0,0,0.375,0.875,0.083333333,0.31205036,0,0,0.375,0.791666667,0.148148148,0.611380985,0,0.0,0.755555556,0.578599736,Enrolled,2,0
0.000418208,0,0.0,1.0,0.710921401,0,0,0.625,0,0.837209302,0.837209302,0.545454545,0.266666667,0.541071429,0,0,0,0,1,0,0.666666667,0,0,1.0,0.541666667,0.583333333,0.602473022,0,0,1.0,0.541666667,0.518518519,0.617265788,0,0.372093023,0.488888889,0.766182299,Graduate,1,0
0.000431277,0,0.730769231,0.285714286,1.0,0,0,0.625,0,0.837209302,0.837209302,0.545454545,0.6,1.0,0,0,0,0,0,0,0.888888889,0,0,0.375,1.0,0.166666667,0.35926259,0,0,0.375,0.625,0.0,0.0,0,1.0,0.244444444,0.414795244,Dropout,1,0
0.000444346,0,0.0,0.857142857,0.710921401,0,0,0.441666667,0,0.837209302,0.418604651,0.545454545,0.6,0.541071429,1,0,0,0,0,0,0.222222222,0,0,0.875,0.458333333,0.5,0.560701439,0,0,0.875,0.458333333,0.444444444,0.582882258,0,0.0,0.755555556,0.578599736,Graduate,0,0
0.000457415,0,0.326923077,0.285714286,0.566087724,0,0,0.425,0,0.418604651,0.0,0.424242424,0.533333333,0.348214286,1,0,0,0,0,0,0.148148148,0,0,0.625,0.458333333,0.416666667,0.40647482,0,0,0.625,0.375,0.37037037,0.595836225,0,0.558139535,0.288888889,0.772787318,Dropout,0,0
0.000470484,0,0.730769231,0.285714286,0.556667648,0,0,0.51,0,0.418604651,0.837209302,0.545454545,0.6,0.098214286,0,0,0,0,0,0,0.518518519,0,0,0.625,0.375,0.0,0.0,0,0,0.625,0.375,0.0,0.0,0,0.151162791,0.488888889,1.0,Dropout,2,0
0.000483553,0,0.307692308,0.285714286,0.493082131,0,0,0.375,0,0.860465116,0.837209302,0.545454545,0.466666667,0.632142857,1,0,0,0,1,0,0.222222222,0,0,0.375,0.458333333,0.416666667,0.482014388,0,0,0.375,0.291666667,0.37037037,0.626925746,0,0.372093023,0.488888889,0.766182299,Graduate,2,0
0.000496622,0,0.730769231,0.285714286,0.91875184,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.266666667,0.8625,0,0,0,0,0,0,1.0,0,0,0.625,0.625,0.333333333,0.524505396,0,0,0.625,0.708333333,0.37037037,0.45593338,0,0.0,0.755555556,0.578599736,Enrolled,1,0
0.000509691,0,0.730769231,0.285714286,0.811009714,0,0,0.125,0,0.76744186,0.76744186,0.0,0.0,0.314285714,1,0,0,0,1,0,0.592592593,0,0,0.375,0.625,0.0,0.0,0,0,0.375,0.291666667,0.0,0.0,0,0.0,0.755555556,0.578599736,Dropout,2,0
0.00052276,0,0.0,0.285714286,0.556667648,0,0,0.458333333,0,0.0,0.860465116,0.242424242,0.533333333,0.389285714,0,0,0,0,1,0,0.148148148,0,0,0.625,0.0,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,0.406976744,0.311111111,0.80317041,Dropout,2,0
0.000535829,0,0.269230769,0.285714286,0.486605829,0,0,0.791666667,0,0.046511628,0.0,0.242424242,0.266666667,0.946428571,1,0,0,0,1,0,0.666666667,0,0,0.375,0.791666667,0.25,0.40647482,0,0,0.375,0.625,0.296296296,0.47536433,0,0.558139535,0.288888889,0.772787318,Dropout,2,0
0.000548898,0,0.826923077,0.285714286,0.466588166,0,0,0.625,0,0.418604651,0.837209302,0.545454545,0.466666667,0.767857143,0,0,0,0,0,0,0.296296296,0,0,0.625,0.375,0.5,0.674010791,0,0,0.625,0.625,0.296296296,0.580291464,0,1.0,0.244444444,0.414795244,Enrolled,1,0
0.000561967,0,0.0,1.0,0.710921401,0,0,0.675,0,0.837209302,0.837209302,0.242424242,0.6,0.469642857,1,0,0,0,0,0,0.074074074,0,0,0.875,0.0,0.0,0.0,0,0,0.875,0.0,0.0,0.0,0,0.0,0.755555556,0.578599736,Dropout,0,0
0.000575036,0,0.0,0.285714286,0.503090963,0,0,0.475,0,0.418604651,0.418604651,0.424242424,0.6,0.632142857,1,0,0,0,0,0,0.148148148,0,0,0.375,0.541666667,0.416666667,0.387589928,0,0,0.375,0.375,0.222222222,0.481841314,0,0.209302326,0.0,0.124174373,Graduate,0,0
0.000588105,0,0.730769231,0.285714286,0.566087724,0,0,0.51,0,0.0,0.837209302,0.242424242,0.4,0.080357143,0,0,0,0,0,0,0.740740741,0,0,0.625,0.0,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,1.0,0.244444444,0.414795244,Dropout,2,0
0.000601174,0,0.0,0.285714286,0.871651457,0,0,0.241666667,0,0.0,0.0,0.303030303,0.333333333,0.244642857,1,0,0,0,0,0,0.074074074,0,0,0.625,0.375,0.416666667,0.485161871,0,0,0.625,0.541666667,0.296296296,0.553088133,0,0.918604651,0.8,0.0,Dropout,0,0
0.000614243,0,0.0,0.285714286,0.0,0,0,0.791666667,0,0.0,0.0,0.242424242,0.666666667,0.671428571,1,0,0,0,1,0,0.148148148,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.593023256,1.0,0.311756935,Dropout,2,0
0.000627312,0,0.115384615,0.285714286,0.710921401,0,0,0.625,0,0.418604651,0.418604651,0.545454545,0.6,0.767857143,0,0,0,0,0,0,0.740740741,0,0,0.875,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,0.558139535,0.288888889,0.772787318,Dropout,2,0
0.000640381,0,0.730769231,0.285714286,0.743891669,0,0,0.458333333,0,0.860465116,0.837209302,0.424242424,0.466666667,0.410714286,0,0,0,0,0,0,0.666666667,0,0,0.875,0.458333333,0.083333333,0.31205036,0,0,0.875,0.541666667,0.0,0.0,0,0.918604651,0.8,0.0,Dropout,1,0
0.00065345,0,0.288461538,0.857142857,0.871651457,0,0,0.575,0,0.418604651,0.418604651,0.545454545,0.466666667,0.764285714,1,0,0,0,0,0,0.222222222,0,0,0.625,0.625,0.5,0.554856115,0,0,0.625,0.458333333,0.444444444,0.578070784,0,0.372093023,0.488888889,0.766182299,Graduate,0,0
0.000666519,0,0.307692308,0.285714286,0.556667648,0,0,0.975,0,0.837209302,0.837209302,0.303030303,0.4,0.9875,1,0,0,0,0,0,0.074074074,0,0,0.625,0.541666667,0.5,0.662769784,0,0,0.625,0.458333333,0.444444444,0.689104788,0,0.558139535,0.288888889,0.772787318,Graduate,0,0
0.000679588,0,0.730769231,0.285714286,1.0,0,0,0.291666667,0,0.418604651,0.0,0.545454545,0.333333333,0.660714286,0,0,0,0,0,0,0.666666667,0,0,0.375,0.875,0.166666667,0.46942446,0,0,0.375,0.708333333,0.074074074,0.378209577,0,1.0,0.244444444,0.414795244,Dropout,1,0
0.000692657,0,0.307692308,0.285714286,0.0,0,0,0.308333333,0,0.418604651,0.418604651,0.424242424,0.466666667,0.317857143,0,0,0,0,0,0,0.148148148,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.73255814,0.111111111,0.640686922,Dropout,2,0
0.000705726,0,0.730769231,0.285714286,0.466588166,0,0,0.458333333,0,0.0,0.0,0.242424242,0.533333333,0.839285714,0,0,0,0,1,0,0.666666667,0,0,0.625,0.0,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,0.558139535,0.288888889,0.772787318,Dropout,2,0
0.000718795,0,0.307692308,1.0,0.486605829,0,0,0.325,0,0.0,0.418604651,0.181818182,0.533333333,0.355357143,1,0,0,0,1,0,0.074074074,0,0,0.375,0.291666667,0.0,0.0,0,0,0.375,0.291666667,0.0,0.0,0,0.151162791,0.488888889,1.0,Enrolled,2,0
0.000731864,0,0.326923077,1.0,0.710921401,0,0,0.641666667,0,0.837209302,0.837209302,0.303030303,0.333333333,0.532142857,1,0,0,0,0,0,0.074074074,0,0,1.0,0.541666667,0.666666667,0.589068121,0,0,1.0,0.541666667,0.592592593,0.606231783,0,0.209302326,0.0,0.124174373,Graduate,0,0
0.000744932,0,0.0,0.285714286,0.556667648,0,0,0.741666667,0,0.0,0.418604651,0.242424242,0.466666667,0.689285714,0,0,0,0,0,0,0.074074074,0,0,0.625,0.458333333,0.5,0.676258993,0,0,0.625,0.458333333,0.444444444,0.589174185,0,0.73255814,0.111111111,0.640686922,Graduate,1,0
0.000758001,0,0.730769231,0.285714286,0.466588166,0,0,0.51,0,0.0,0.0,1.0,1.0,0.557142857,0,0,0,0,0,0,1.0,0,0,0.625,0.541666667,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,0.0,0.755555556,0.578599736,Dropout,2,0
0.00077107,0,0.0,1.0,0.871651457,0,0,0.525,0,0.837209302,0.418604651,0.545454545,0.533333333,0.417857143,1,0,0,0,0,0,0.074074074,0,0,0.625,0.458333333,0.5,0.554856115,0,0,0.625,0.458333333,0.444444444,0.578070784,0,0.372093023,0.488888889,0.766182299,Graduate,0,0
0.000784139,0,0.730769231,0.285714286,0.811009714,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.6,0.053571429,0,0,0,0,1,0,1.0,0,0,0.625,0.791666667,0.416666667,0.482014388,0,0,0.625,0.791666667,0.296296296,0.533657183,0,1.0,0.244444444,0.414795244,Enrolled,1,0
0.000797208,0,0.307692308,0.571428571,0.91875184,0,0,0.525,0,0.860465116,0.860465116,0.545454545,0.333333333,0.430357143,1,0,0,0,0,0,0.222222222,0,0,0.625,0.541666667,0.416666667,0.500899281,0,0,0.625,0.458333333,0.37037037,0.440388619,0,0.372093023,0.488888889,0.766182299,Enrolled,0,0
0.000810277,0,0.730769231,0.285714286,0.418310274,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.6,0.767857143,0,0,0,0,1,0,1.0,0,0,0.625,0.708333333,0.25,0.40647482,0,0,0.625,0.708333333,0.222222222,0.45593338,0,0.558139535,0.288888889,0.772787318,Dropout,1,0
0.000823346,0,0.730769231,0.285714286,0.466588166,0,0,0.625,0,0.837209302,0.837209302,1.0,1.0,0.589285714,0,0,0,0,0,0,0.592592593,0,0,0.625,0.0,0.0,0.0,0,0,0.625,0.0,0.0,0.0,0,0.593023256,1.0,0.311756935,Dropout,2,0
0.000836415,0,0.0,0.857142857,0.91875184,0,0,0.175,0,0.860465116,0.860465116,0.545454545,0.6,0.185714286,1,0,0,0,0,0,0.222222222,0,0,0.625,0.708333333,0.416666667,0.557553957,0,0,0.625,0.625,0.222222222,0.45593338,0,0.593023256,1.0,0.311756935,Enrolled,0,0
0.000849484,0,0.0,0.285714286,0.486605829,0,0,0.958333333,0,0.0,0.0,0.242424242,0.466666667,0.982142857,1,0,0,0,1,0,0.148148148,0,0,0.375,0.541666667,0.0,0.0,0,0,0.375,0.291666667,0.0,0.0,0,0.209302326,0.0,0.124174373,Dropout,2,0
0.000862553,0,0.730769231,0.285714286,0.710921401,0,0,0.51,0,0.837209302,0.837209302,0.545454545,0.466666667,0.698214286,0,0,0,0,0,0,1.0,0,0,0.875,0.458333333,0.0,0.0,0,0,1.0,0.625,0.0,0.0,0,0.73255814,0.111111111,0.640686922,Dropout,1,0
0.000875622,0,0.730769231,0.285714286,0.0,0,0,0.291666667,0,0.837209302,0.837209302,0.545454545,0.6,0.357142857,0,0,0,0,0,0,1.0,0,0,0.625,0.541666667,0.5,0.43794964,0,0,0.625,0.625,0.444444444,0.520703215,0,0.918604651,0.8,0.0,Graduate,1,0
0.000888691,0,0.826923077,0.285714286,0.418310274,0,0,0.958333333,0,0.418604651,0.860465116,0.545454545,0.4,1.0,0,0,0,0,1,0,0.444444444,0,0,0.625,0.375,0.0,0.0,0,0,0.625,0.541666667,0.0,0.0,0,0.918604651,0.8,0.0,Dropout,2,0
0.00090176,0,0.730769231,0.285714286,0.91875184,0,0,0.0,0,0.046511628,0.046511628,0.242424242,0.133333333,0.767857143,0,0,0,0,0,0,0.962962963,0,0,0.875,0.875,0.416666667,0.516007194,0,0,0.875,0.708333333,0.518518519,0.489243581,0,0.558139535,0.288888889,0.772787318,Enrolled,1,0
0.000914829,0,0.0,0.285714286,0.811009714,0,0,0.425,0,0.418604651,0.837209302,0.303030303,0.466666667,0.491071429,0,0,0,0,1,0,0.222222222,0,0,0.375,0.458333333,0.416666667,0.705485612,0,0,0.375,0.458333333,0.37037037,0.658015267,0,0.209302326,0.0,0.124174373,Graduate,1,0
0.000927898,0,1.0,0.285714286,0.418310274,0,0,0.625,0,0.860465116,0.860465116,1.0,1.0,0.767857143,0,0,0,0,1,0,0.296296296,0,0,0.875,1.0,0.583333333,0.552403532,0,0,1.0,0.791666667,0.296296296,0.585473051,0,0.151162791,0.488888889,1.0,Enrolled,1,0
0.000940967,0,0.807692308,0.285714286,0.566087724,0,0,0.625,0,0.418604651,0.0,0.242424242,0.2,0.767857143,1,0,0,0,1,0,0.444444444,0,0,0.625,0.958333333,0.333333333,0.500899281,0,0,0.625,0.958333333,0.222222222,0.481841314,0,0.209302326,0.0,0.124174373,Dropout,2,0
0.000954036,0,0.0,0.857142857,0.871651457,0,0,0.475,0,0.0,0.860465116,0.242424242,0.0,0.389285714,1,0,0,0,1,0,0.074074074,0,0,0.625,0.375,0.5,0.516636691,0,0,0.625,0.458333333,0.444444444,0.54661115,0,0.558139535,0.288888889,0.772787318,Graduate,0,0
0.000967105,0,0.307692308,0.571428571,0.871651457,0,0,0.791666667,0,0.860465116,0.837209302,0.545454545,0.6,0.575,1,0,0,0,0,0,0.074074074,0,0,0.625,0.458333333,0.5,0.730215827,0,0,0.625,0.375,0.444444444,0.72796669,0,0.0,0.755555556,0.578599736,Graduate,0,0
0.000980174,0,0.0,0.285714286,0.486605829,0,0,0.558333333,0,0.0,0.0,0.242424242,0.333333333,0.417857143,1,0,0,0,1,0,0.074074074,0,0,0.375,0.375,0.416666667,0.614208633,0,0,0.375,0.291666667,0.296296296,0.747397641,0,0.0,0.755555556,0.578599736,Graduate,0,0
0.000993243,0,0.826923077,0.285714286,0.0,0,0,0.958333333,0,0.837209302,0.837209302,0.545454545,0.466666667,1.0,0,0,0,0,0,0,0.962962963,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.918604651,0.8,0.0,Dropout,2,0
0.001006312,0,0.0,0.571428571,0.710921401,0,0,1.0,0,0.0,0.0,0.242424242,0.2,1.0,0,0,0,0,0,0,0.148148148,0,0,1.0,0.541666667,0.666666667,0.778035072,0,0,1.0,0.541666667,0.592592593,0.761776544,0,0.209302326,0.0,0.124174373,Graduate,0,0
0.001019381,0,0.307692308,0.285714286,0.503090963,0,0,0.091666667,0,0.837209302,0.837209302,0.303030303,0.333333333,0.191071429,1,0,0,0,1,0,0.222222222,0,0,0.375,0.791666667,0.0,0.0,0,0,0.375,0.291666667,0.0,0.0,0,0.209302326,0.0,0.124174373,Dropout,2,0
0.00103245,0,0.307692308,0.571428571,0.566087724,0,0,0.458333333,0,0.418604651,0.837209302,0.424242424,0.466666667,0.401785714,0,0,0,0,1,0,0.222222222,0,0,0.625,1.0,0.166666667,0.40647482,0,0,0.625,0.875,0.0,0.0,0,0.209302326,0.0,0.124174373,Dropout,2,0
0.001045519,0,0.826923077,0.285714286,0.556667648,0,0,0.458333333,0,0.046511628,0.0,0.242424242,0.333333333,0.621428571,1,0,0,0,0,0,0.148148148,0,0,0.625,0.458333333,0.5,0.460431655,0,0,0.625,0.458333333,0.37037037,0.595836225,0,0.558139535,0.288888889,0.772787318,Graduate,0,0
0.001058588,0,0.0,0.285714286,0.556667648,0,0,0.391666667,0,0.0,0.0,0.242424242,0.533333333,0.341071429,0,0,0,0,0,0,0.148148148,0,0,0.625,0.458333333,0.5,0.757194245,0,0,0.625,0.375,0.444444444,0.766828591,0,0.73255814,0.111111111,0.640686922,Graduate,0,0
0.001071657,0,0.0,0.285714286,0.503090963,0,0,0.491666667,0,0.418604651,0.418604651,0.242424242,0.466666667,0.544642857,1,0,0,0,1,0,0.222222222,0,0,0.375,0.291666667,0.416666667,0.689748201,0,0,0.375,0.291666667,0.37037037,0.673560028,0,0.558139535,0.288888889,0.772787318,Graduate,0,0
0.001084726,0,0.826923077,0.285714286,0.466588166,0,0,0.625,0,0.0,0.0,0.242424242,0.266666667,0.767857143,1,0,0,0,0,0,0.222222222,0,0,0.625,0.625,0.5,0.500899281,0,0,0.625,0.791666667,0.222222222,0.533657183,0,0.73255814,0.111111111,0.640686922,Graduate,0,0
