ProductID,Date,Zip,Units,Revenue,Country
604,10/28/2005,1424,1,494.8125,Australia
725,10/28/2005,1223,1,110.1975,Australia
993,10/28/2005,2716,1,325.4475,Australia
2054,10/28/2005,7277,1,551.1975,Australia
2255,10/28/2005,8627,1,56.6475,Australia
2343,10/28/2005,2821,1,451.4475,Australia
604,10/28/2005,1209,1,494.8125,Australia
800,10/28/2005,2783,1,262.4475,Australia
1144,10/28/2005,1114,1,414.6975,Australia
1962,10/27/2005,1233,1,149.5725,Australia
604,10/27/2005,2619,1,494.8125,Australia
907,10/27/2005,2614,1,577.4475,Australia
1215,10/27/2005,3067,1,341.1975,Australia
2064,10/27/2005,1698,1,498.6975,Australia
475,10/27/2005,1029,1,1028.7375,Australia
635,10/27/2005,3032,1,884.3625,Australia
573,11/29/2003,2898,1,298.9875,Australia
976,11/29/2003,1022,1,314.9475,Australia
1978,11/29/2003,2706,1,262.4475,Australia
2254,11/29/2003,2848,1,60.3225,Australia
484,11/29/2003,815,1,1312.2375,Australia
910,11/29/2003,2660,1,430.4475,Australia
1227,11/29/2003,3116,1,314.9475,Australia
2255,11/29/2003,2848,1,60.3225,Australia
1174,9/24/2005,2616,1,577.4475,Australia
2262,9/24/2005,1101,1,304.4475,Australia
432,9/24/2005,2619,1,923.7375,Australia
782,9/24/2005,1200,1,99.6975,Australia
930,9/24/2005,851,1,524.9475,Australia
2269,9/24/2005,2842,1,293.9475,Australia
432,9/24/2005,3059,1,923.7375,Australia
726,9/24/2005,1127,2,220.395,Australia
1418,5/26/2004,7907,1,314.895,Australia
763,5/28/2004,1694,1,304.4475,Australia
499,2/8/2006,1294,1,978.8625,Australia
759,2/2/2006,1135,1,157.4475,Australia
2359,2/2/2006,7804,1,451.4475,Australia
600,2/2/2006,1127,1,751.8,Australia
993,2/2/2006,2627,1,330.6975,Australia
475,2/2/2006,1465,1,1028.7375,Australia
760,2/2/2006,1135,1,157.4475,Australia
927,2/2/2006,1127,1,461.9475,Australia
445,2/2/2006,2725,1,892.2375,Australia
966,2/2/2006,1196,1,488.1975,Australia
690,9/21/2006,3032,1,361.9875,Australia
1085,9/21/2006,1144,1,86.5725,Australia
475,9/21/2006,8011,1,1028.7375,Australia
1916,9/21/2006,1146,1,288.6975,Australia
2295,12/15/2006,1195,1,892.4475,Australia
781,12/15/2006,1193,1,102.3225,Australia
990,12/15/2006,8011,1,446.1975,Australia
2045,12/15/2006,2629,1,430.4475,Australia
467,12/15/2006,2655,2,1847.475,Australia
761,12/15/2006,2791,1,183.6975,Australia
565,4/11/2006,804,1,922.95,Australia
1964,4/11/2006,909,1,89.1975,Australia
761,4/11/2006,1690,1,188.9475,Australia
586,4/11/2006,1208,1,378.7875,Australia
475,2/24/2005,851,1,1028.7375,Australia
2049,2/24/2005,1215,1,451.4475,Australia
2336,2/24/2005,2648,1,677.1975,Australia
726,1/22/2004,1460,1,120.6975,Australia
768,1/22/2004,2631,1,94.4475,Australia
1934,1/22/2004,3197,1,136.4475,Australia
2255,1/22/2004,1158,1,60.3225,Australia
609,1/22/2004,2784,1,850.2375,Australia
964,1/22/2004,3141,1,330.6975,Australia
2277,1/30/2004,2821,1,262.4475,Australia
1000,12/22/2005,8386,1,91.8225,Australia
432,12/22/2005,851,1,923.7375,Australia
981,12/22/2005,1430,1,157.4475,Australia
2055,12/22/2005,1035,1,569.5725,Australia
760,12/22/2005,1028,1,152.1975,Australia
981,12/22/2005,1207,1,157.4475,Australia
2016,9/30/2005,1005,1,309.6975,Australia
2054,9/30/2005,837,1,551.1975,Australia
2070,9/30/2005,3177,1,524.9475,Australia
2214,9/30/2005,2581,1,335.9475,Australia
2332,9/30/2005,1698,1,419.9475,Australia
433,9/30/2005,1105,1,892.2375,Australia
684,9/30/2005,1195,1,928.9875,Australia
804,9/30/2005,1169,1,157.4475,Australia
930,9/30/2005,8108,1,524.9475,Australia
992,9/30/2005,3051,1,278.1975,Australia
1139,9/30/2005,1028,1,682.4475,Australia
2054,9/30/2005,2603,1,551.1975,Australia
2082,9/30/2005,2852,1,335.9475,Australia
1187,2/26/2006,1206,1,451.4475,Australia
475,2/26/2006,7908,1,1085.9625,Australia
1454,2/26/2006,2711,1,396.27,Australia
2253,2/24/2006,3008,1,131.1975,Australia
445,12/28/2006,2717,1,892.2375,Australia
2045,12/29/2006,1125,1,430.4475,Australia
2213,12/29/2006,846,1,89.1975,Australia
605,12/29/2006,1038,1,398.7375,Australia
976,12/29/2006,7923,1,320.1975,Australia
1937,12/29/2006,1206,1,288.6975,Australia
2093,12/29/2006,851,1,440.9475,Australia
2332,12/29/2006,7330,1,446.1975,Australia
475,12/30/2006,2739,1,1028.7375,Australia
604,12/30/2006,1696,1,498.4875,Australia
769,12/30/2006,2644,1,278.1975,Australia
793,12/30/2006,1209,1,78.6975,Australia
990,12/30/2006,3129,1,451.4475,Australia
1819,12/30/2006,1176,1,257.1975,Australia
1967,12/30/2006,3038,1,246.6975,Australia
767,4/27/2005,1159,1,104.9475,Australia
1119,4/21/2005,1029,1,293.9475,Australia
103,4/21/2005,8066,1,855.225,Australia
605,4/21/2005,1137,1,398.7375,Australia
605,4/21/2005,850,1,398.7375,Australia
499,4/22/2005,2642,1,926.3625,Australia
1859,5/4/2005,2762,1,157.4475,Australia
516,5/4/2005,1137,1,577.2375,Australia
1786,1/13/2005,3129,1,629.9475,Australia
2255,1/13/2005,2902,1,56.6475,Australia
966,1/13/2005,2797,1,482.9475,Australia
1915,1/13/2005,885,1,472.4475,Australia
2332,1/13/2005,2900,1,419.9475,Australia
641,1/13/2005,1755,1,818.7375,Australia
2238,1/13/2005,1032,1,125.9475,Australia
759,1/13/2005,1022,1,152.1975,Australia
2239,1/13/2005,2585,1,125.9475,Australia
2359,1/13/2005,9008,1,446.1975,Australia
2255,1/9/2005,1470,1,56.6475,Australia
596,1/9/2005,7923,1,787.2375,Australia
1990,1/9/2005,1327,1,262.4475,Australia
2388,1/9/2005,2660,1,314.9475,Australia
777,1/9/2005,2660,1,115.4475,Australia
2238,1/9/2005,1208,1,125.9475,Australia
954,1/10/2005,3078,1,698.1975,Australia
2205,11/25/2002,1316,1,157.4475,Australia
786,6/19/2003,1146,1,57.6975,Australia
1490,6/19/2003,1135,1,262.395,Australia
681,6/19/2003,3129,1,715.8375,Australia
767,6/19/2003,8390,1,94.4475,Australia
94,6/20/2003,1155,1,891.975,Australia
725,6/20/2003,1153,1,120.6975,Australia
910,6/20/2003,1460,1,430.4475,Australia
559,2/23/2002,2655,1,624.4875,Australia
769,2/23/2002,3042,1,262.4475,Australia
1895,2/23/2002,2779,1,755.9475,Australia
604,2/23/2002,3115,1,472.2375,Australia
964,2/23/2002,851,1,335.9475,Australia
2284,2/23/2002,1127,1,309.6975,Australia
788,2/23/2002,909,1,314.9475,Australia
2234,2/23/2002,2659,1,70.8225,Australia
726,2/23/2002,1173,1,120.6975,Australia
1182,2/23/2002,1206,1,157.4475,Australia
565,2/23/2002,3027,1,881.7375,Australia
1017,2/23/2002,2762,1,288.6975,Australia
2192,2/23/2002,1195,1,209.9475,Australia
725,2/23/2002,1167,1,120.6975,Australia
2050,2/23/2002,1118,1,503.9475,Australia
757,2/24/2002,3067,1,83.9475,Australia
1936,5/26/2002,845,1,286.0725,Australia
730,5/26/2002,1128,1,309.6975,Australia
816,5/26/2002,838,1,330.6975,Australia
2241,5/26/2002,871,1,89.1975,Australia
604,5/26/2002,9019,1,480.6375,Australia
768,5/26/2002,1322,1,104.9475,Australia
2227,5/26/2002,1009,1,325.4475,Australia
768,5/26/2002,853,1,104.9475,Australia
2255,5/26/2002,3062,1,60.3225,Australia
787,5/27/2002,1135,1,314.9475,Australia
467,5/27/2002,1428,1,900.6375,Australia
2064,9/13/2003,2631,1,496.0725,Australia
396,9/13/2003,850,1,892.2375,Australia
910,9/13/2003,2603,1,430.4475,Australia
103,9/13/2003,8108,1,855.225,Australia
785,9/13/2003,1440,1,68.1975,Australia
1062,9/13/2003,2783,1,149.5725,Australia
2332,9/13/2003,881,1,367.4475,Australia
785,9/13/2003,2602,1,68.1975,Australia
2254,9/13/2003,1440,1,60.3225,Australia
609,9/13/2003,1698,1,829.2375,Australia
1215,9/13/2003,1187,1,356.9475,Australia
683,9/13/2003,1212,1,839.7375,Australia
1061,9/13/2003,2783,1,149.5725,Australia
635,9/13/2003,851,1,860.7375,Australia
2359,9/13/2003,3067,1,430.4475,Australia
2359,1/2/2004,3001,1,446.1975,Australia
1155,1/2/2004,1118,1,446.1975,Australia
575,1/2/2004,850,1,929.25,Australia
2250,1/2/2004,2913,1,125.9475,Australia
2284,9/6/2003,837,1,309.6975,Australia
2251,6/27/2002,1233,1,125.9475,Australia
467,6/28/2002,3128,2,1801.275,Australia
1990,6/28/2002,221,1,262.4475,Australia
2240,6/28/2002,1146,1,89.1975,Australia
2254,6/28/2002,1207,1,60.3225,Australia
604,6/28/2002,835,1,480.6375,Australia
1974,6/30/2002,860,1,57.6975,Australia
2254,6/30/2002,821,1,60.3225,Australia
606,7/2/2003,1105,1,323.1375,Australia
1450,7/2/2003,9000,1,152.145,Australia
2174,7/2/2003,871,1,419.9475,Australia
1191,7/2/2003,1030,1,267.6975,Australia
194,7/2/2003,3063,1,787.5,Australia
767,8/27/2004,3177,1,94.4475,Australia
36,8/28/2004,1029,1,482.475,Australia
163,8/28/2004,1023,1,524.475,Australia
758,8/28/2004,1021,2,146.895,Australia
915,8/28/2004,3104,1,556.4475,Australia
681,5/28/2002,1741,1,682.2375,Australia
786,5/28/2002,838,1,68.1975,Australia
725,5/28/2002,1035,1,120.6975,Australia
954,5/28/2002,1125,1,682.4475,Australia
2332,5/28/2002,1168,1,367.4475,Australia
768,5/28/2002,3141,1,104.9475,Australia
1991,5/28/2002,1105,1,309.6975,Australia
767,5/29/2002,1139,1,104.9475,Australia
757,5/19/2002,2793,1,83.9475,Australia
816,5/19/2002,851,1,330.6975,Australia
2054,5/19/2002,822,1,545.9475,Australia
1182,5/20/2002,3129,1,157.4475,Australia
2252,5/20/2002,1041,2,272.895,Australia
1818,5/20/2002,1023,1,207.375,Australia
2234,5/20/2002,1041,1,70.8225,Australia
768,5/20/2002,3129,1,104.9475,Australia
2269,5/20/2002,1135,1,288.6975,Australia
559,10/27/2003,1120,1,624.4875,Australia
609,10/27/2003,3177,1,829.2375,Australia
396,4/20/2004,2905,1,913.7625,Australia
792,4/20/2004,7292,1,62.9475,Australia
641,4/20/2004,8012,1,818.7375,Australia
641,4/20/2004,3189,1,818.7375,Australia
1517,4/20/2004,1322,1,170.52,Australia
1966,11/30/2003,6631,1,246.6975,Australia
2074,11/30/2003,4346,1,335.9475,Australia
396,6/26/2004,838,1,907.9875,Australia
754,6/26/2004,834,1,246.6975,Australia
792,6/26/2004,1327,1,62.9475,Australia
726,6/26/2004,2659,1,110.1975,Australia
791,6/26/2004,8006,1,62.9475,Australia
658,7/15/2000,7919,1,902.7375,Australia
687,7/15/2000,838,1,445.9875,Australia
726,7/15/2000,3141,1,115.4475,Australia
758,7/15/2000,2647,1,83.9475,Australia
792,6/23/2004,3182,1,62.9475,Australia
1975,12/15/2005,3040,1,57.6975,Australia
2388,12/15/2005,2866,1,309.6975,Australia
675,12/15/2005,1035,1,661.2375,Australia
826,12/15/2005,1001,1,960.6975,Australia
2262,12/15/2005,885,1,304.4475,Australia
623,12/15/2005,1137,1,1417.2375,Australia
927,12/15/2005,1218,1,451.4475,Australia
1920,12/15/2005,2668,1,262.4475,Australia
2334,12/15/2005,1291,1,341.1975,Australia
1085,12/11/2005,8102,1,89.1975,Australia
2213,12/11/2005,9010,1,89.1975,Australia
604,12/11/2005,7921,1,494.8125,Australia
794,12/11/2005,1670,1,78.6975,Australia
2331,12/11/2005,909,1,561.6975,Australia
467,11/21/2003,1710,1,900.6375,Australia
954,11/21/2003,3155,1,682.4475,Australia
2047,11/21/2003,3129,1,383.1975,Australia
1062,10/2/2004,2805,1,149.5725,Australia
2353,10/2/2004,1696,1,414.6975,Australia
1182,10/2/2004,3128,1,157.4475,Australia
251,10/2/2004,1041,1,582.4875,Australia
2081,10/2/2004,1330,1,225.6975,Australia
2384,10/2/2004,862,1,629.9475,Australia
792,10/26/2005,2655,1,62.9475,Australia
2214,10/26/2005,1146,1,335.9475,Australia
2387,10/26/2005,1029,1,493.4475,Australia
609,10/26/2005,7921,1,852.8625,Australia
792,9/22/2005,1230,1,62.9475,Australia
1543,9/22/2005,7810,1,341.145,Australia
2204,10/30/2005,3104,1,146.9475,Australia
2331,10/30/2005,8107,1,561.6975,Australia
2359,10/30/2005,3027,1,446.1975,Australia
443,10/30/2005,8045,1,860.7375,Australia
1045,10/26/2005,1212,1,209.9475,Australia
2045,10/26/2005,2617,2,839.895,Australia
2215,10/26/2005,1146,1,335.9475,Australia
2379,10/26/2005,1155,1,178.4475,Australia
551,10/26/2005,7330,1,923.7375,Australia
1017,10/26/2005,8066,2,551.145,Australia
2214,10/26/2005,1115,1,335.9475,Australia
761,7/19/2005,1171,1,178.4475,Australia
609,7/19/2005,3182,1,852.8625,Australia
2241,7/19/2005,1216,1,89.1975,Australia
572,7/29/2005,3135,1,445.9875,Australia
648,7/29/2005,1037,1,886.9875,Australia
635,7/29/2005,1171,1,884.3625,Australia
788,7/29/2005,1029,1,314.9475,Australia
2332,7/29/2005,3155,1,419.9475,Australia
1086,7/29/2005,840,1,83.9475,Australia
671,7/29/2005,1210,1,944.7375,Australia
1819,10/1/2005,1120,1,257.1975,Australia
2099,6/23/2004,7263,1,404.1975,Australia
93,6/23/2004,1175,1,1039.5,Australia
671,6/23/2004,7923,1,944.7375,Australia
781,6/23/2004,1028,1,99.6975,Australia
1006,6/23/2004,3056,1,89.1975,Australia
2213,6/23/2004,1107,1,89.1975,Australia
726,6/23/2004,7923,1,110.1975,Australia
764,6/23/2004,3067,1,304.4475,Australia
794,6/23/2004,1690,1,78.6975,Australia
1916,6/23/2004,1226,1,286.0725,Australia
2138,6/23/2004,1005,1,414.6975,Australia
2255,6/23/2004,3170,1,60.3225,Australia
2083,1/20/2005,1228,1,314.9475,Australia
2396,1/20/2005,1694,1,89.1975,Australia
777,1/20/2005,1157,1,115.4475,Australia
1818,1/20/2005,1110,2,419.895,Australia
2269,1/20/2005,2879,1,293.9475,Australia
967,1/21/2005,8011,1,656.1975,Australia
2355,1/21/2005,1698,1,577.4475,Australia
1942,1/9/2005,8383,1,125.9475,Australia
2332,1/9/2005,1202,1,419.9475,Australia
990,1/9/2005,1360,1,446.1975,Australia
551,10/6/2005,839,1,923.7375,Australia
794,10/6/2005,221,1,78.6975,Australia
778,1/8/2005,8004,1,115.4475,Australia
1975,1/8/2005,1128,1,57.6975,Australia
510,1/8/2005,1127,1,907.9875,Australia
819,1/8/2005,1693,1,1013.1975,Australia
432,1/9/2005,2665,1,923.7375,Australia
1006,1/9/2005,1233,1,89.1975,Australia
445,5/29/2006,7052,1,938.7,Australia
791,6/28/2007,7829,1,70.8225,Australia
2045,6/28/2007,7805,1,467.1975,Australia
2384,6/27/2007,6985,1,629.9475,Australia
781,6/27/2007,7007,1,108.6225,Australia
1086,6/27/2007,4270,1,89.1975,Australia
1974,6/27/2007,6437,1,57.6975,Australia
2219,6/27/2007,6357,1,144.3225,Australia
906,9/24/2005,1127,1,419.9475,Australia
1182,9/24/2005,2850,1,157.4475,Australia
762,9/24/2005,1206,1,178.4475,Australia
791,9/24/2005,1155,1,62.9475,Australia
2269,9/24/2005,850,1,293.9475,Australia
644,9/24/2005,3045,1,871.2375,Australia
992,9/24/2005,7908,1,278.1975,Australia
819,11/7/2005,837,1,1013.1975,Australia
2253,11/7/2005,2906,1,131.1975,Australia
596,11/7/2005,2722,1,787.2375,Australia
792,10/27/2005,1318,1,62.9475,Australia
793,10/24/2005,2584,1,78.6975,Australia
689,10/24/2005,1227,1,340.9875,Australia
2171,10/25/2005,810,1,456.6975,Australia
609,10/26/2005,3140,1,852.8625,Australia
681,10/26/2005,1209,1,718.9875,Australia
1000,10/26/2005,1391,1,91.8225,Australia
2071,10/26/2005,2891,1,346.4475,Australia
2255,10/26/2005,1755,1,56.6475,Australia
559,10/26/2005,1228,1,629.7375,Australia
778,10/26/2005,1560,1,115.4475,Australia
2394,10/28/2005,870,1,115.4475,Australia
758,10/28/2005,1322,1,73.4475,Australia
976,10/28/2005,2821,1,325.4475,Australia
2056,10/28/2005,2581,1,330.6975,Australia
1916,10/29/2003,2873,1,286.0725,Australia
1991,10/30/2003,8011,1,309.6975,Australia
559,12/4/2004,7923,1,643.3875,Australia
2054,12/4/2004,8390,1,551.1975,Australia
445,12/4/2004,834,1,882.7875,Australia
604,12/4/2004,1154,1,494.8125,Australia
1915,12/4/2004,886,1,467.1975,Australia
481,12/4/2004,2722,3,2395.8375,Australia
964,11/9/2003,3116,1,320.1975,Australia
606,11/9/2003,2821,1,323.1375,Australia
915,11/9/2003,1123,1,556.4475,Australia
396,11/10/2003,7921,1,892.2375,Australia
2280,9/19/2003,1026,1,170.5725,Australia
481,9/19/2003,2747,1,781.9875,Australia
826,9/19/2003,1322,2,1863.645,Australia
1916,9/19/2003,1127,1,286.0725,Australia
2255,9/19/2003,2795,1,60.3225,Australia
400,9/11/2003,1037,1,734.7375,Australia
1046,9/11/2003,860,2,209.895,Australia
635,9/11/2003,1196,1,860.7375,Australia
1062,9/11/2003,1328,1,149.5725,Australia
488,9/11/2003,1041,1,1007.2125,Australia
1517,11/30/2002,851,1,152.145,Australia
2064,11/30/2002,1001,1,496.0725,Australia
2262,11/30/2002,7907,1,299.1975,Australia
297,11/30/2002,2624,1,671.7375,Australia
762,11/16/2004,3067,1,173.1975,Australia
2054,11/16/2004,2640,1,551.1975,Australia
502,11/16/2004,7270,1,1105.9125,Australia
730,11/16/2004,885,1,309.6975,Australia
786,11/16/2004,909,1,57.6975,Australia
1086,11/16/2004,2659,2,178.395,Australia
2331,11/16/2004,1155,1,540.6975,Australia
762,11/16/2004,9019,1,173.1975,Australia
573,11/18/2002,1161,1,293.7375,Australia
1182,11/18/2002,7265,1,173.1975,Australia
491,11/18/2002,1026,1,852.3375,Australia
992,11/18/2002,1430,1,278.1975,Australia
1045,11/7/2005,7800,1,209.9475,Australia
396,11/7/2005,1330,1,907.9875,Australia
785,6/22/2004,1041,1,57.6975,Australia
1916,6/22/2004,1161,1,288.6975,Australia
604,9/25/2005,1108,1,494.8125,Australia
1181,9/25/2005,2604,1,419.9475,Australia
791,9/25/2005,1141,1,62.9475,Australia
2218,9/25/2005,3032,1,141.6975,Australia
1009,11/26/2005,871,1,99.6975,Australia
1165,11/27/2005,1210,1,577.4475,Australia
1418,11/27/2005,1112,1,314.895,Australia
1859,11/27/2005,1693,1,157.4475,Australia
2149,11/27/2005,1560,1,435.6975,Australia
2396,11/27/2005,2602,1,89.1975,Australia
1394,11/15/2003,4608,1,380.52,Australia
2331,11/26/2005,4699,1,561.6975,Australia
600,11/26/2005,6532,1,750.4875,Australia
793,11/26/2005,6710,1,78.6975,Australia
992,11/26/2005,7150,1,278.1975,Australia
2045,11/26/2005,6510,1,419.9475,Australia
2353,11/26/2005,7306,1,414.6975,Australia
631,11/26/2005,7211,1,398.7375,Australia
780,11/26/2005,4655,1,314.9475,Australia
927,11/26/2005,6990,1,451.4475,Australia
1184,11/26/2005,6762,1,629.9475,Australia
726,1/15/2004,6929,1,110.1975,Australia
1517,1/15/2004,6446,1,167.895,Australia
566,1/17/2004,6487,1,981.4875,Australia
2235,6/17/2004,7171,1,65.5725,Australia
791,6/17/2004,7215,1,62.9475,Australia
1105,6/17/2004,7903,1,246.6975,Australia
757,6/17/2004,6422,1,73.4475,Australia
794,6/17/2004,7904,1,78.6975,Australia
2234,6/17/2004,7906,1,70.8225,Australia
1226,6/17/2004,6467,1,551.1975,Australia
622,6/17/2004,6872,1,818.7375,Australia
839,1/10/2005,860,1,761.1975,Australia
927,1/10/2005,3128,1,451.4475,Australia
559,1/10/2005,2731,1,643.3875,Australia
761,1/10/2005,2754,1,178.4475,Australia
