ProductID,Date,Zip,Units,Revenue,Country
2275,8/31/2006,742-1103,1,335.9475,Japan
914,8/28/2006,741-0094,1,577.4475,Japan
993,8/28/2006,725-0012,1,346.4475,Japan
761,8/28/2006,743-0046,1,183.6975,Japan
760,10/9/2005,742-2104,1,152.1975,Japan
2275,10/21/2005,726-0031,1,330.6975,Japan
2055,10/21/2005,742-0024,1,569.5725,Japan
2332,10/21/2005,742-0201,1,419.9475,Japan
2359,10/15/2005,742-2711,1,435.6975,Japan
793,10/15/2005,725-0200,1,78.6975,Japan
1058,10/15/2005,740-0312,1,131.1975,Japan
2387,10/15/2005,742-1501,1,493.4475,Japan
910,10/15/2005,740-1212,1,430.4475,Japan
2218,10/30/2005,742-0201,1,141.6975,Japan
551,10/30/2005,740-1213,1,923.7375,Japan
792,10/30/2005,740-1213,1,62.9475,Japan
946,10/30/2005,742-0004,1,692.9475,Japan
1196,10/30/2005,742-2515,1,440.9475,Japan
551,10/30/2005,724-0631,1,923.7375,Japan
967,10/30/2005,742-2711,1,671.9475,Japan
1116,10/30/2005,725-0001,1,262.4475,Japan
2254,10/30/2005,742-1103,1,56.6475,Japan
2054,10/26/2005,743-0007,1,551.1975,Japan
600,10/19/2005,740-0035,1,750.4875,Japan
2218,10/19/2005,742-2715,1,141.6975,Japan
1230,10/19/2005,744-0017,1,472.4475,Japan
2331,10/19/2005,727-0007,1,561.6975,Japan
2359,10/19/2005,740-0721,1,435.6975,Japan
622,10/19/2005,742-1512,1,818.7375,Japan
1155,10/19/2005,742-1514,1,446.1975,Japan
2252,10/19/2005,742-1400,1,131.1975,Japan
915,10/19/2005,740-0024,1,556.4475,Japan
2269,10/19/2005,741-0083,1,293.9475,Japan
690,10/19/2005,740-0505,1,361.9875,Japan
967,10/22/2005,742-0024,1,656.1975,Japan
1196,10/22/2005,742-2804,1,440.9475,Japan
759,10/22/2005,742-1511,1,146.9475,Japan
759,10/22/2005,740-0324,1,152.1975,Japan
2012,10/22/2005,744-0027,1,388.4475,Japan
761,10/22/2005,742-1503,1,178.4475,Japan
1143,10/22/2005,742-1501,1,551.1975,Japan
2071,10/22/2005,744-0032,1,346.4475,Japan
759,10/22/2005,742-1504,1,152.1975,Japan
1005,10/22/2005,740-1424,1,115.4475,Japan
2045,10/22/2005,742-0426,1,419.9475,Japan
715,10/22/2005,742-1515,1,152.1975,Japan
992,10/28/2005,743-0003,1,278.1975,Japan
690,10/28/2005,743-0043,1,361.9875,Japan
1000,10/28/2005,740-0022,1,89.1975,Japan
475,10/28/2005,740-1222,1,1028.7375,Japan
791,10/28/2005,725-0013,1,62.9475,Japan
2388,10/28/2005,743-0011,1,314.9475,Japan
781,10/19/2005,741-0071,1,99.6975,Japan
2253,10/19/2005,742-1400,1,131.1975,Japan
715,10/20/2005,960-1405,1,152.1975,Japan
445,10/20/2005,742-0323,1,892.2375,Japan
635,10/20/2005,740-0035,1,884.3625,Japan
725,10/22/2005,741-0094,1,110.1975,Japan
2098,10/22/2005,742-0009,1,293.9475,Japan
1962,8/31/2006,743-0021,1,149.5725,Japan
2236,8/30/2006,725-0013,1,173.1975,Japan
572,8/30/2006,742-1103,1,445.9875,Japan
2054,8/30/2006,744-0018,1,569.5725,Japan
635,8/31/2006,742-0011,1,970.9875,Japan
733,8/31/2006,740-0306,1,351.6975,Japan
475,8/31/2006,742-0427,1,1028.7375,Japan
657,8/31/2006,742-1501,1,902.7375,Japan
422,7/6/2005,742-1503,1,802.9875,Japan
794,8/27/2006,742-0321,1,78.6975,Japan
2058,8/27/2006,742-1501,1,267.6975,Japan
604,8/27/2006,742-2711,1,498.4875,Japan
967,8/27/2006,742-2715,1,677.1975,Japan
1916,8/27/2006,727-0011,1,288.6975,Japan
499,8/27/2006,743-0011,1,926.3625,Japan
791,8/27/2006,742-1503,1,65.5725,Japan
927,8/27/2006,742-2102,1,461.9475,Japan
2074,8/27/2006,724-0504,1,335.9475,Japan
2045,10/21/2005,741-0094,1,419.9475,Japan
760,10/21/2005,744-0017,1,146.9475,Japan
644,10/21/2005,727-0007,1,871.2375,Japan
2098,10/21/2005,742-0004,1,293.9475,Japan
2332,10/12/2005,742-2101,1,419.9475,Japan
791,10/12/2005,726-0035,1,62.9475,Japan
2071,10/12/2005,743-0009,1,362.1975,Japan
792,10/12/2005,726-0035,1,62.9475,Japan
2071,10/12/2005,740-0035,1,362.1975,Japan
396,10/12/2005,743-0007,1,907.9875,Japan
1392,10/12/2005,742-2301,1,154.77,Japan
2099,10/12/2005,740-0034,1,404.1975,Japan
1095,10/13/2005,742-0312,1,125.9475,Japan
512,10/13/2005,740-0033,1,241.2375,Japan
794,10/13/2005,742-2108,1,78.6975,Japan
2058,10/13/2005,724-0202,1,262.4475,Japan
432,10/13/2005,742-0413,1,923.7375,Japan
604,10/13/2005,726-0003,1,494.8125,Japan
1916,10/13/2005,743-0007,1,286.0725,Japan
1228,10/13/2005,740-1415,1,131.1975,Japan
819,10/7/2005,727-0006,1,997.4475,Japan
758,10/8/2005,726-0021,1,73.4475,Japan
1990,10/8/2005,742-0033,1,262.4475,Japan
2381,10/8/2005,742-1503,1,619.4475,Japan
638,10/8/2005,744-0005,1,1008.7875,Japan
993,10/8/2005,743-0043,1,341.1975,Japan
1226,10/8/2005,742-1512,1,551.1975,Japan
475,10/8/2005,740-0312,1,1028.7375,Japan
990,10/8/2005,742-0035,1,446.1975,Japan
689,10/8/2005,742-2102,1,340.9875,Japan
2094,10/8/2005,743-0072,1,438.3225,Japan
475,10/8/2005,743-0042,1,1037.4,Japan
681,10/8/2005,742-0034,1,718.9875,Japan
2255,10/31/2006,742-0411,1,56.6475,Japan
2218,10/31/2006,740-1404,1,141.6975,Japan
1182,8/31/2006,742-2711,1,157.4475,Japan
2053,8/31/2006,742-0009,1,335.9475,Japan
2090,8/31/2006,724-0503,1,356.9475,Japan
2235,8/31/2006,740-0316,1,65.5725,Japan
2280,8/31/2006,742-0326,1,162.6975,Japan
396,8/31/2006,743-0009,1,910.6125,Japan
657,8/31/2006,743-0007,1,902.7375,Japan
725,8/31/2006,744-0032,1,110.1975,Japan
791,8/31/2006,742-2108,1,65.5725,Japan
981,8/31/2006,740-0034,1,157.4475,Japan
1117,8/31/2006,743-0004,1,309.6975,Japan
2254,10/22/2005,742-2805,1,56.6475,Japan
1009,10/16/2005,740-0315,1,99.6975,Japan
609,10/17/2005,740-0314,1,852.8625,Japan
1818,10/17/2005,742-2101,1,208.95,Japan
1345,10/17/2005,724-0304,1,314.895,Japan
551,10/17/2005,742-1501,1,923.7375,Japan
1962,3/31/2004,726-0031,1,149.5725,Japan
1053,4/5/2005,742-0024,1,262.4475,Japan
2056,4/5/2005,742-0321,1,330.6975,Japan
1181,4/5/2005,742-0009,1,419.9475,Japan
432,6/30/2005,743-0013,1,923.7375,Japan
754,6/30/2005,742-0034,1,246.6975,Japan
617,7/9/2005,742-1103,1,844.725,Japan
1017,7/6/2005,740-1213,1,272.9475,Japan
475,7/6/2005,744-0018,1,1028.7375,Japan
763,7/6/2005,742-1100,1,304.4475,Japan
512,7/6/2005,740-0314,1,241.2375,Japan
791,7/6/2005,740-0602,1,62.9475,Japan
1975,7/6/2005,742-1353,1,57.6975,Japan
1226,7/7/2005,740-0312,1,551.1975,Japan
2254,7/7/2005,740-1213,1,56.6475,Japan
2205,8/11/2005,743-0046,1,146.9475,Japan
2056,8/13/2005,740-0502,1,330.6975,Japan
702,8/13/2005,740-0031,1,288.6975,Japan
954,8/21/2005,744-0027,1,698.1975,Japan
432,8/21/2005,740-0312,1,923.7375,Japan
977,8/21/2005,740-1222,1,482.9475,Japan
2334,8/21/2005,740-1213,1,341.1975,Japan
596,8/21/2005,742-1103,1,787.2375,Japan
2359,8/21/2005,743-0021,1,446.1975,Japan
992,8/15/2005,742-0322,1,278.1975,Japan
1009,8/15/2005,742-2804,1,99.6975,Japan
1974,10/30/2004,742-0322,1,57.6975,Japan
1982,3/31/2004,742-0325,1,293.9475,Japan
2255,3/31/2004,744-0014,1,56.6475,Japan
622,3/31/2004,742-0322,1,818.7375,Japan
551,4/19/2005,740-0036,1,922.1625,Japan
762,4/7/2005,742-2711,1,173.1975,Japan
1124,5/27/2010,742-1353,1,692.9475,Japan
985,5/27/2010,742-2106,1,763.8225,Japan
2368,5/27/2010,742-2101,1,765.975,Japan
419,5/27/2010,744-0032,1,1563.7125,Japan
1182,6/2/2010,742-2802,1,209.9475,Japan
2295,6/2/2010,742-0033,1,908.1975,Japan
2045,6/2/2010,743-0009,1,493.4475,Japan
2136,6/2/2010,742-2108,1,451.4475,Japan
2367,6/3/2010,740-1405,1,471.975,Japan
1182,6/4/2010,742-1103,1,209.9475,Japan
1508,5/9/2010,744-0017,1,173.145,Japan
2235,5/9/2010,743-0013,1,65.5725,Japan
2084,5/9/2010,742-1503,1,666.6975,Japan
1507,5/9/2010,744-0017,1,173.145,Japan
792,5/9/2010,742-0421,1,68.1975,Japan
2234,5/9/2010,743-0013,1,65.5725,Japan
407,5/10/2010,742-1503,1,1708.8225,Japan
1182,5/10/2010,741-0084,1,209.9475,Japan
1182,5/10/2010,742-0421,2,425.145,Japan
2199,6/10/2010,742-1404,1,199.4475,Japan
2350,6/10/2010,740-0035,1,372.225,Japan
443,6/10/2010,724-0304,1,923.7375,Japan
674,6/11/2010,742-0201,1,692.9475,Japan
438,6/11/2010,726-0005,1,960.4875,Japan
2379,6/17/2010,742-0422,1,194.1975,Japan
2236,6/17/2010,725-0012,1,183.6975,Japan
605,6/30/2010,744-0017,1,419.9475,Japan
1068,6/30/2010,724-0502,1,406.8225,Japan
1191,6/30/2010,725-0025,1,267.6975,Japan
1994,6/30/2010,743-0063,1,603.6975,Japan
407,6/30/2010,740-0311,1,1708.8225,Japan
590,6/30/2010,725-0013,1,892.4475,Japan
734,6/30/2010,744-0015,1,398.9475,Japan
548,6/21/2010,725-0013,1,519.6975,Japan
2253,6/21/2010,740-1212,1,136.4475,Japan
206,6/21/2010,742-1501,1,892.4475,Japan
762,6/21/2010,724-0503,1,194.1975,Japan
491,6/22/2010,740-0316,1,944.9475,Japan
2379,6/23/2010,726-0022,1,194.1975,Japan
487,6/23/2010,740-0323,1,1102.4475,Japan
2359,6/11/2010,740-0033,1,467.1975,Japan
433,6/11/2010,740-0505,1,997.4475,Japan
1178,6/11/2010,742-0024,1,587.9475,Japan
1837,6/11/2010,724-0631,1,157.4475,Japan
1175,6/12/2010,744-0005,1,614.1975,Japan
487,6/12/2010,744-0032,1,1102.4475,Japan
1124,6/12/2010,742-0421,1,692.9475,Japan
1000,6/12/2010,740-0323,1,112.8225,Japan
690,6/12/2010,740-0902,1,367.4475,Japan
1182,6/12/2011,742-0023,1,236.1975,Japan
2354,6/12/2011,727-0016,1,388.4475,Japan
733,6/12/2011,960-1405,1,398.9475,Japan
2207,6/13/2011,727-0007,1,97.0725,Japan
596,6/13/2011,742-0024,1,766.2375,Japan
449,12/8/2011,725-0013,1,1102.185,Japan
1085,12/8/2011,726-0022,1,118.0725,Japan
977,12/8/2011,742-0011,1,524.9475,Japan
1883,12/8/2011,743-0063,1,761.1975,Japan
2206,12/9/2011,724-0504,1,102.3225,Japan
456,12/27/2011,726-0022,1,1181.1975,Japan
674,12/28/2011,742-2104,1,682.4475,Japan
854,5/27/2010,742-1502,1,755.9475,Japan
438,6/19/2010,727-0007,1,960.4875,Japan
487,6/19/2010,742-0426,1,1102.4475,Japan
491,6/20/2010,742-2516,1,944.9475,Japan
585,6/20/2010,726-0034,1,419.9475,Japan
2224,6/20/2010,740-0014,1,62.9475,Japan
2225,6/20/2010,740-0014,1,62.9475,Japan
487,6/6/2010,740-1224,1,1102.4475,Japan
609,1/25/2011,742-2513,1,839.9475,Japan
506,1/19/2011,743-0048,1,1244.1975,Japan
556,1/20/2011,740-0324,1,855.6975,Japan
647,9/5/2005,920-0853,1,913.2375,Japan
1884,9/5/2005,920-2161,1,805.8225,Japan
826,9/17/2005,960-1435,1,960.6975,Japan
689,9/17/2005,920-1334,1,340.9875,Japan
757,2/26/2004,920-0803,1,73.4475,Japan
791,2/26/2004,920-2166,1,62.9475,Japan
1543,2/26/2004,920-2316,1,341.145,Japan
792,2/28/2004,920-2331,1,62.9475,Japan
734,2/28/2004,920-0992,1,341.1975,Japan
976,2/28/2004,920-8202,1,325.4475,Japan
734,2/28/2004,920-2371,1,341.1975,Japan
1962,2/28/2004,920-1346,1,149.5725,Japan
2396,2/28/2004,920-0964,2,178.395,Japan
418,3/11/2004,960-1414,1,892.2375,Japan
906,3/11/2004,920-0931,1,419.9475,Japan
2234,3/11/2004,920-3121,1,65.5725,Japan
760,3/11/2004,920-3113,1,146.9475,Japan
1927,3/11/2004,920-2111,1,89.1975,Japan
791,3/11/2004,920-0357,1,62.9475,Japan
2269,3/11/2004,920-8221,1,293.9475,Japan
447,9/14/2005,920-2154,1,1501.2375,Japan
990,9/14/2005,920-1346,1,435.6975,Japan
1085,9/14/2005,920-0867,1,83.9475,Japan
758,9/14/2005,920-0831,1,73.4475,Japan
734,4/30/2005,920-0963,1,341.1975,Japan
635,4/30/2005,920-0272,1,884.3625,Japan
2045,4/30/2005,920-2303,1,419.9475,Japan
2056,4/30/2005,920-1331,1,330.6975,Japan
990,4/30/2005,920-0344,1,440.9475,Japan
1991,4/30/2005,920-1137,1,314.9475,Japan
1053,4/26/2005,920-1313,1,262.4475,Japan
1963,4/26/2005,920-2331,1,149.5725,Japan
114,4/26/2005,920-2103,1,886.725,Japan
778,4/26/2005,920-8205,2,230.895,Japan
764,4/26/2005,920-0954,1,304.4475,Japan
1097,5/3/2005,920-1109,1,293.9475,Japan
1766,5/3/2005,920-2322,1,734.9475,Japan
1087,5/4/2005,920-2373,1,286.0725,Japan
512,12/6/2004,920-2166,1,241.2375,Japan
93,12/6/2004,920-2341,1,1039.5,Japan
992,12/8/2004,920-0345,1,278.1975,Japan
571,12/8/2004,920-1109,1,527.1,Japan
2400,12/8/2004,920-0943,1,89.1975,Japan
979,12/8/2004,920-1138,1,393.6975,Japan
163,12/8/2004,920-2316,1,566.475,Japan
671,12/8/2004,920-0952,1,944.7375,Japan
559,12/8/2004,920-8221,1,643.3875,Japan
753,12/8/2004,920-2305,1,246.6975,Japan
762,12/8/2004,920-0832,2,351.645,Japan
725,12/8/2004,920-1346,1,110.1975,Japan
2054,12/8/2004,920-2112,1,551.1975,Japan
499,5/12/2005,920-1113,1,923.7375,Japan
785,8/27/2003,920-8221,1,68.1975,Japan
163,8/28/2003,920-0831,1,524.475,Japan
1518,2/26/2004,920-3131,1,170.52,Japan
786,2/26/2004,920-0867,1,57.6975,Japan
758,2/26/2004,920-0904,1,73.4475,Japan
2098,8/7/2005,920-0904,1,293.9475,Japan
1165,6/26/2005,920-8218,1,577.4475,Japan
780,6/27/2005,920-0826,1,314.9475,Japan
780,6/18/2005,920-0866,1,314.9475,Japan
2331,6/18/2005,920-2112,1,540.6975,Japan
792,6/18/2005,920-0951,1,62.9475,Japan
190,2/29/2004,920-1127,1,786.975,Japan
604,3/1/2004,920-0952,1,494.8125,Japan
2205,3/1/2004,920-3133,1,146.9475,Japan
491,3/1/2004,920-1152,1,892.2375,Japan
1230,3/1/2004,920-2313,1,524.9475,Japan
2227,3/1/2004,920-0995,1,325.4475,Japan
791,3/5/2004,920-0994,1,62.9475,Japan
2213,3/5/2004,920-3121,1,89.1975,Japan
1436,8/28/2003,920-2316,1,330.645,Japan
2074,8/28/2003,920-0856,1,335.9475,Japan
1226,9/30/2004,920-8221,1,551.1975,Japan
1975,9/30/2004,960-1417,1,57.6975,Japan
2055,9/30/2004,920-1154,1,577.4475,Japan
2071,9/30/2004,920-1164,1,356.9475,Japan
2099,9/30/2004,920-1331,1,404.1975,Japan
2250,9/30/2004,920-2316,1,125.9475,Japan
2253,9/30/2004,920-2316,1,136.4475,Japan
502,7/5/2004,920-0831,1,1105.9125,Japan
715,7/5/2004,920-0367,1,152.1975,Japan
488,7/5/2004,920-1332,1,1098.5625,Japan
2373,7/6/2004,920-8221,1,619.4475,Japan
498,7/7/2004,920-1163,1,1469.7375,Japan
2053,7/7/2004,920-2161,1,325.4475,Japan
2250,7/7/2004,920-1127,1,125.9475,Japan
1046,8/23/2003,920-2362,1,104.9475,Japan
550,8/23/2003,920-2313,1,429.1875,Japan
2255,8/23/2003,921-8016,1,60.3225,Japan
1916,8/24/2003,920-0267,1,286.0725,Japan
778,7/30/2005,920-0951,1,115.4475,Japan
792,7/30/2005,920-2123,1,62.9475,Japan
927,7/30/2005,920-0931,1,451.4475,Japan
981,7/30/2005,920-1134,1,157.4475,Japan
1915,7/30/2005,920-1313,1,472.4475,Japan
2045,7/30/2005,920-1154,1,419.9475,Japan
432,7/30/2005,920-2373,1,923.7375,Japan
635,7/30/2005,920-0275,1,884.3625,Japan
2119,1/20/2011,740-0035,1,692.9475,Japan
1115,1/21/2011,740-1212,1,427.8225,Japan
1085,1/21/2011,742-1103,1,120.6975,Japan
1982,1/11/2011,742-1514,1,314.9475,Japan
2206,1/12/2011,727-0007,1,102.3225,Japan
2263,1/12/2011,740-0504,1,351.6975,Japan
1086,1/12/2011,742-0322,1,118.0725,Japan
2084,1/12/2011,742-2106,2,1328.145,Japan
690,1/12/2011,742-0009,1,419.9475,Japan
2219,1/12/2011,740-0313,1,165.375,Japan
1532,1/13/2011,742-1103,1,446.1975,Japan
615,1/13/2011,725-0013,1,682.4475,Japan
1180,1/13/2011,742-0006,1,514.4475,Japan
1134,1/13/2011,724-0503,1,908.1975,Japan
1019,1/14/2011,742-0005,1,236.1975,Japan
793,1/14/2011,740-0504,1,99.6975,Japan
487,12/29/2011,744-0017,1,1102.4475,Japan
506,12/29/2011,742-0321,1,1244.1975,Japan
2331,12/29/2011,742-1515,1,614.1975,Japan
1711,12/29/2011,742-0005,1,110.1975,Japan
769,12/30/2011,740-0503,1,288.6975,Japan
2099,12/30/2011,743-0013,1,430.4475,Japan
2332,12/30/2011,744-0018,1,550.725,Japan
2224,12/30/2011,742-2107,1,60.3225,Japan
676,12/30/2011,743-0009,1,761.1975,Japan
2097,12/30/2011,740-0034,1,488.1975,Japan
2345,12/30/2011,740-1213,1,446.1975,Japan
636,12/30/2011,742-2101,1,881.9475,Japan
1103,12/30/2011,742-2106,1,141.6975,Japan
2225,12/30/2011,742-2107,1,60.3225,Japan
1826,1/1/2011,742-0005,1,230.9475,Japan
585,1/1/2011,740-1223,1,419.9475,Japan
1912,2/10/2011,740-0325,1,330.6975,Japan
590,7/14/2012,724-0306,1,892.4475,Japan
491,7/14/2012,740-0033,1,892.4475,Japan
1752,7/14/2012,742-0311,1,823.725,Japan
1137,7/15/2012,742-0022,1,818.9475,Japan
1182,7/26/2012,740-0324,1,223.0725,Japan
556,5/28/2011,743-0009,1,855.6975,Japan
907,6/1/2011,740-0034,1,608.9475,Japan
2395,6/1/2011,740-0035,1,157.4475,Japan
2090,6/2/2011,742-0005,1,383.1975,Japan
604,6/2/2011,727-0016,1,524.9475,Japan
438,6/3/2011,743-0009,1,997.4475,Japan
1103,6/3/2011,724-0503,1,141.6975,Japan
2045,6/10/2011,740-0324,1,514.4475,Japan
1129,6/11/2011,740-0035,1,461.9475,Japan
947,6/11/2011,725-0002,1,724.4475,Japan
2391,6/11/2011,742-2714,1,761.1975,Japan
734,6/12/2011,960-1405,1,398.9475,Japan
626,6/6/2010,742-0201,1,1417.4475,Japan
1699,6/7/2010,740-0324,1,173.1975,Japan
491,6/7/2010,740-0323,1,944.9475,Japan
585,6/7/2010,742-0311,1,419.9475,Japan
400,6/10/2010,742-0041,1,892.4475,Japan
578,6/10/2010,744-0018,1,787.4475,Japan
2252,6/10/2010,742-0312,1,136.4475,Japan
636,6/23/2010,740-0033,1,926.5725,Japan
1924,6/23/2010,742-2806,1,367.4475,Japan
412,6/23/2010,742-0312,1,1627.4475,Japan
2045,6/23/2010,742-0024,1,514.4475,Japan
2053,5/26/2004,920-0951,1,325.4475,Japan
1085,5/26/2004,920-1109,1,84,Japan
1065,5/25/2004,920-0272,1,309.6975,Japan
400,5/25/2004,920-0952,1,734.7375,Japan
2253,5/25/2004,960-1414,1,136.4475,Japan
551,5/25/2004,920-2325,1,922.1625,Japan
785,3/21/2002,920-2374,1,68.1975,Japan
2255,3/21/2002,920-0847,1,60.3225,Japan
768,3/21/2002,921-8003,1,104.9475,Japan
691,3/22/2002,920-0987,1,351.4875,Japan
681,3/22/2002,920-0275,1,682.2375,Japan
767,3/24/2002,920-1304,1,104.9475,Japan
767,3/24/2002,920-1316,1,104.9475,Japan
2045,1/30/2002,920-8221,1,419.9475,Japan
1227,1/30/2002,920-2115,1,314.9475,Japan
757,1/30/2002,920-0947,1,83.9475,Japan
2269,1/30/2002,920-2365,1,288.6975,Japan
816,1/31/2002,920-2303,1,330.6975,Japan
647,10/31/2002,920-0866,1,894.3375,Japan
757,10/31/2002,920-2351,1,83.9475,Japan
801,10/31/2002,920-0944,1,309.6975,Japan
967,10/31/2002,920-0847,1,656.1975,Japan
2083,10/31/2002,920-0261,1,317.5725,Japan
226,10/31/2002,920-1146,1,697.9875,Japan
396,10/31/2002,920-0274,1,876.4875,Japan
771,10/31/2002,920-2311,1,167.9475,Japan
1230,11/2/2002,920-2345,1,524.9475,Japan
1107,11/2/2002,921-8003,1,160.0725,Japan
445,11/2/2002,920-0275,1,856.8,Japan
606,4/4/2004,920-0997,1,337.8375,Japan
1517,4/5/2004,920-1163,1,167.895,Japan
1110,4/6/2004,920-0867,1,209.9475,Japan
502,4/2/2004,920-0375,1,1105.9125,Japan
2254,2/28/2003,920-0917,1,60.3225,Japan
2253,2/28/2003,920-2362,1,136.4475,Japan
606,3/6/2003,920-0997,1,337.8375,Japan
1975,3/6/2003,920-2306,1,57.6975,Japan
647,7/30/2005,920-2347,1,913.2375,Japan
770,7/30/2005,920-1135,1,267.6975,Japan
826,7/30/2005,920-0272,1,960.6975,Japan
966,7/30/2005,920-2312,1,482.9475,Japan
1182,7/30/2005,920-2331,1,157.4475,Japan
1920,7/30/2005,920-0356,1,262.4475,Japan
2070,7/30/2005,920-0367,1,524.9475,Japan
2253,8/25/2005,920-0272,1,131.1975,Japan
551,8/25/2005,920-0954,1,923.7375,Japan
993,8/25/2005,920-2102,1,341.1975,Japan
671,3/19/2004,960-1417,1,944.7375,Japan
2384,6/18/2005,920-2161,1,635.1975,Japan
725,6/18/2005,920-2347,1,110.1975,Japan
432,6/19/2005,920-2371,1,923.7375,Japan
2277,6/19/2005,920-2368,1,262.4475,Japan
635,6/19/2005,920-0856,1,884.3625,Japan
826,6/19/2005,920-0987,1,929.1975,Japan
826,6/19/2005,920-1331,1,981.6975,Japan
447,6/19/2005,920-2354,1,1501.2375,Japan
2359,6/22/2005,920-0999,1,435.6975,Japan
631,6/22/2005,920-0986,1,398.7375,Japan
1484,6/22/2005,920-8204,1,76.02,Japan
1942,6/22/2005,920-2153,1,125.9475,Japan
2074,6/22/2005,920-0861,1,335.9475,Japan
604,6/22/2005,920-0963,1,494.8125,Japan
1053,6/22/2005,920-0916,1,262.4475,Japan
1937,6/22/2005,920-0261,1,286.0725,Japan
2343,6/22/2005,920-2132,1,446.1975,Japan
770,6/22/2005,920-0841,1,267.6975,Japan
2394,6/22/2005,920-0939,1,115.4475,Japan
990,6/23/2005,920-0356,1,440.9475,Japan
1990,6/24/2005,920-1154,1,267.6975,Japan
631,6/24/2005,920-0986,1,398.7375,Japan
1009,6/24/2005,920-1316,1,99.6975,Japan
604,6/24/2005,920-2111,1,494.8125,Japan
1009,6/24/2005,920-1325,1,99.6975,Japan
1017,8/14/2003,920-8205,1,262.4475,Japan
990,8/14/2003,920-2324,1,440.9475,Japan
573,8/14/2003,920-0275,1,298.9875,Japan
796,9/9/2004,960-1426,1,278.1975,Japan
760,9/9/2004,920-1323,1,146.9475,Japan
635,7/1/2004,920-2334,1,881.7375,Japan
1106,7/1/2004,920-0927,1,246.6975,Japan
606,7/1/2004,920-2327,1,337.8375,Japan
1935,7/1/2004,920-0272,1,136.4475,Japan
691,7/1/2004,920-8202,1,356.7375,Japan
1087,7/1/2004,920-0803,1,286.0725,Japan
550,7/1/2004,920-2372,1,433.3875,Japan
622,7/1/2004,920-2368,1,841.3125,Japan
1974,7/1/2004,920-8221,1,57.6975,Japan
36,7/1/2004,920-3123,1,456.225,Japan
1116,7/1/2004,920-2368,2,524.895,Japan
559,7/1/2004,920-2305,1,643.3875,Japan
1230,7/1/2004,920-0268,1,472.4475,Japan
1139,7/1/2004,920-2345,1,682.4475,Japan
